Team,Visiting,Stadium,_featureID,TotalRoadJourney
Crystal Palace,Southampton,Selhurst Park,13,246.040333622125
Stoke,Sheffield United,Bet365 Stadium,31,161.90039127204
Everton,QPR,Goodison Park,14,632.691689009823
West Ham,QPR,London Stadium (Olympic Stadium),37,32.473798018727
Wigan,Swansea,DW Stadium,38,557.743227854104
Man City,Arsenal,Etihad Stadium,21,576.318051211317
Burnley,Aston Villa,Turf Moor,10,328.802181942401
Sheffield United,Everton,Bramall Lane,29,223.848634216404
QPR,Brighton,Loftus Road,27,169.878068100109
Wigan,Blackpool,DW Stadium,38,102.586601477019
Birmingham,Man United,St Andrew's (stadium),3,257.356798823073
Tottenham,Norwich,White Hart Lane,34,336.565409109501
Man United,Southampton,Old Trafford,22,658.634944297782
Middlesbrough,West Ham,Riverside Stadium,23,781.129524253835
West Brom,Tottenham,The Hawthorns,36,357.431816146367
Cardiff,Burnley,Cardiff City Stadium (Dinas Caerdydd),11,621.387614972171
Stoke,Watford,Bet365 Stadium,31,423.713746576729
Burnley,Liverpool,Turf Moor,10,150.623389922685
Cardiff,QPR,Cardiff City Stadium (Dinas Caerdydd),11,462.919386016812
Norwich,Huddersfield,Carrow Road,25,547.076830352682
Liverpool,Sunderland,Anfield,20,481.427100261614
Bolton,Liverpool,University of Bolton Stadium,6,79.0839692429963
Blackburn,Blackburn,Ewood Park,4,0
Blackburn,West Ham,Ewood Park,4,659.437442809909
Reading,Bolton,Madejski Stadium,28,582.335679113727
Sunderland,Blackpool,Stadium of Light,32,402.562880540227
Newcastle,Bolton,St. James' Park,24,419.471484313722
Burnley,Newcastle,Turf Moor,10,344.192233806807
Aston Villa,Man City,Villa Park,2,249.774727022325
Man City,Huddersfield,Etihad Stadium,21,81.494674126297
Middlesbrough,Sunderland,Riverside Stadium,23,95.562557197684
Leeds,Sheffield United,Elland Road,18,105.829288875935
Swansea,Huddersfield,Swansea.com Stadium,33,648.168721275796
Leeds,Sunderland,Elland Road,18,288.50740962984
Huddersfield,Bolton,Kirklees Stadium (John Smith's Stadium),16,114.134963225731
Cardiff,Crystal Palace,Cardiff City Stadium (Dinas Caerdydd),11,489.404251654288
Bournemouth,QPR,Dean Court (Vitality Stadium),7,314.04858806838
Liverpool,Everton,Anfield,20,3.14241454383003
Leeds,Birmingham,Elland Road,18,339.698983042497
Leicester,Tottenham,King Power Stadium,19,296.864865790363
West Ham,Norwich,London Stadium (Olympic Stadium),37,342.483755101164
Swansea,Cardiff,Swansea.com Stadium,33,127.677871809202
West Brom,Bournemouth,The Hawthorns,36,449.631972812221
Bolton,QPR,University of Bolton Stadium,6,624.986456143721
QPR,Man City,Loftus Road,27,582.571151876553
Blackburn,Southampton,Ewood Park,4,725.205408581309
Crystal Palace,Tottenham,Selhurst Park,13,49.504390385627
Chelsea,Aston Villa,Stamford Bridge,12,364.678425604066
QPR,Swansea,Loftus Road,27,580.553661137284
QPR,West Brom,Loftus Road,27,361.233796558059
Birmingham,Blackpool,St Andrew's (stadium),3,386.269260732584
Brighton,Wigan,Falmer Stadium (The Amex),9,783.023590348386
Blackpool,Watford,Bloomfield Road,5,672.140786300298
Leicester,Fulham,King Power Stadium,19,310.491462552938
Middlesbrough,Crystal Palace,Riverside Stadium,23,807.13321536395
Brentford,Wolves,Brentford Community Stadium,8,389.098508973156
Middlesbrough,Bournemouth,Riverside Stadium,23,957.202103853044
West Ham,Birmingham,London Stadium (Olympic Stadium),37,356.058095433534
Leeds,Burnley,Elland Road,18,112.039693859876
Sunderland,QPR,Stadium of Light,32,861.387959971212
Chelsea,Reading,Stamford Bridge,12,123.806029893592
Bournemouth,Arsenal,Dean Court (Vitality Stadium),7,335.796511543944
